Record ID,Case ID,Landlord Name,Landlord Type,Decision Date,Category,Complaint Description,Finding Outcome,Source Decision ID
3427,202505387,London & Quadrant Housing Trust,Housing Association,11 November 2025,Other,The resident’s request for a new kitchen and bathroom,Maladministration,1478
3428,202505387,London & Quadrant Housing Trust,Housing Association,11 November 2025,Complaint Handling,Complaint Handling,No Maladministration,1478
3429,202416777,London Borough of Enfield,Local Authority / ALMO or TMO,11 November 2025,Damp & Mould,Handling of damp and mould,Maladministration,1479
3430,202416777,London Borough of Enfield,Local Authority / ALMO or TMO,11 November 2025,Complaint Handling,The handling of the complaint,Maladministration,1479
3431,202405683,London Borough of Hackney,Local Authority / ALMO or TMO,11 November 2025,Repairs & Maintenance,The landlord’s handling of repairs to the bedroom window.,Reasonable Redress,1480
3432,202405683,London Borough of Hackney,Local Authority / ALMO or TMO,11 November 2025,Complaint Handling,The landlord’s complaint handling.,Reasonable Redress,1480
3433,202403067,London Borough of Tower Hamlets,Local Authority / ALMO or TMO,11 November 2025,Leaks & Water Ingress,The landlord’s handling of heating and hot water issues in the property.,Maladministration,1481
3434,202403067,London Borough of Tower Hamlets,Local Authority / ALMO or TMO,11 November 2025,Complaint Handling,The landlord’s handling of the complaint .,Maladministration,1481
3435,202427142,Notting Hill Genesis,Housing Association,6 November 2025,Rent & Service Charges,R equest to refund a week’s rent,Outside Jurisdiction,1482
3436,202427142,Notting Hill Genesis,Housing Association,6 November 2025,Rent & Service Charges,Request to refund a duplicate payment of rent,Outside Jurisdiction,1482
3437,202427142,Notting Hill Genesis,Housing Association,6 November 2025,Other,Request to refund housing benefit,No Maladministration,1482
3438,202427142,Notting Hill Genesis,Housing Association,6 November 2025,Complaint Handling,The handling of the complaint,Maladministration,1482
3439,202326006,One Housing Group Limited,Housing Association,11 November 2025,Repairs & Maintenance,The landlord ’ s response to reports of issues with the boiler,Maladministration,1483
3440,202326006,One Housing Group Limited,Housing Association,11 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1483
3441,202344099,Peabody Trust,Housing Association,24 October 2025,Leaks & Water Ingress,The resident’s reports of repairs following a leak,Reasonable Redress,1484
3442,202344099,Peabody Trust,Housing Association,24 October 2025,Other,The resident’s reports of damaged belongings,No Maladministration,1484
3443,202344099,Peabody Trust,Housing Association,24 October 2025,Rehousing & Allocations,The resident ’ s decant,No Maladministration,1484
3444,202344099,Peabody Trust,Housing Association,24 October 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1484
3445,202329908,Royal Borough Of Greenwich,Local Authority / ALMO or TMO,11 November 2025,Rent & Service Charges,The landlord’s response to the resident’s concerns about the actions it took to recover rent arrears,No Maladministration,1485
3446,202329908,Royal Borough Of Greenwich,Local Authority / ALMO or TMO,11 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1485
3447,202231014,Wigan Council,Local Authority / ALMO or TMO,11 November 2025,Other,Various repairs,Reasonable Redress,1486
3448,202231014,Wigan Council,Local Authority / ALMO or TMO,11 November 2025,Anti-Social Behaviour (ASB),Antisocial behaviour (ASB),No Maladministration,1486
3449,202231014,Wigan Council,Local Authority / ALMO or TMO,11 November 2025,Rehousing & Allocations,Rehousing,No Maladministration,1486
3450,202231014,Wigan Council,Local Authority / ALMO or TMO,11 November 2025,Complaint Handling,Complaint handling,Reasonable Redress,1486
3451,202404232,Aster Group Limited,Housing Association,10 November 2025,Anti-Social Behaviour (ASB),How the landlord responded to reports of ASB.,No Maladministration,1487
3452,202404232,Aster Group Limited,Housing Association,10 November 2025,Damp & Mould,How the landlord responded to reports of damp and mould.,Service Failure,1487
3453,202404232,Aster Group Limited,Housing Association,10 November 2025,Other,How the landlord responded to a request to move.,Service Failure,1487
3454,202404232,Aster Group Limited,Housing Association,10 November 2025,Other,How the landlord responded to being told of the resident’s adult child’s vulnerabilities and support needs,No Maladministration,1487
3455,202404232,Aster Group Limited,Housing Association,10 November 2025,Complaint Handling,The handling of the complaint.,No Maladministration,1487
3456,202332405,Leeds City Council,Local Authority / ALMO or TMO,10 November 2025,Pest Control,The landlord’s response to reports of a pest infestation,Service Failure,1488
3457,202332405,Leeds City Council,Local Authority / ALMO or TMO,10 November 2025,Complaint Handling,The landlord’s response to r eports of o utstanding repairs to internal doors,Service Failure,1488
3458,202332405,Leeds City Council,Local Authority / ALMO or TMO,10 November 2025,Complaint Handling,The landlord’s response to r eports of excessive cold and draughts within the property,Maladministration,1488
3459,202332405,Leeds City Council,Local Authority / ALMO or TMO,10 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1488
3460,202335928,London Borough of Hammersmith and Fulham,Local Authority / ALMO or TMO,10 November 2025,Other,The resident’s reports of sewage flooding the property,Reasonable Redress,1490
3461,202335928,London Borough of Hammersmith and Fulham,Local Authority / ALMO or TMO,10 November 2025,Other,The associated temporary move,Reasonable Redress,1490
3462,202335928,London Borough of Hammersmith and Fulham,Local Authority / ALMO or TMO,10 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1490
3463,202444126,NSAH (Alliance Homes) Limited,Housing Association,10 November 2025,Repairs & Maintenance,The handling of repairs to the rear door s,Reasonable Redress,1492
3464,202444126,NSAH (Alliance Homes) Limited,Housing Association,10 November 2025,Complaint Handling,The handling of the complaint,Maladministration,1492
3465,202315057,Peabody Trust,Housing Association,10 November 2025,Estate Management,The landlord’s management of communal areas relating to building access and security.,Service Failure,1493
3466,202315057,Peabody Trust,Housing Association,10 November 2025,Complaint Handling,The management of the complaint .,Maladministration,1493
3467,202404880,Sanctuary Housing Association,Housing Association,10 November 2025,Other,Staff conduct,Outside Jurisdiction,1494
3468,202404880,Sanctuary Housing Association,Housing Association,10 November 2025,Damp & Mould,"Repairs to the kitchen, damp and mould",Reasonable Redress,1494
3469,202404880,Sanctuary Housing Association,Housing Association,10 November 2025,Other,Repairs to the fencing,Maladministration,1494
3470,202404880,Sanctuary Housing Association,Housing Association,10 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1494
3471,202431015,Southampton City Council,Local Authority / ALMO or TMO,10 November 2025,Repairs & Maintenance,The level and reasonableness of the heating and heating administration portion of the resident’s service charges.,Outside Jurisdiction,1495
3472,202400316,Southwark Council,Local Authority / ALMO or TMO,10 November 2025,Damp & Mould,Damp and mould reports,Reasonable Redress,1496
3473,202400316,Southwark Council,Local Authority / ALMO or TMO,10 November 2025,Repairs & Maintenance,Window repairs,Reasonable Redress,1496
3474,202400316,Southwark Council,Local Authority / ALMO or TMO,10 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1496
3475,202408578,Stevenage Borough Council,Local Authority,10 November 2025,Complaint Handling,The landlord’s handling of reports of leaking guttering.,No Maladministration,1497
3476,202408578,Stevenage Borough Council,Local Authority,10 November 2025,Estate Management,The landlord’s handling of reports of the communal light being too bright.,No Maladministration,1497
3477,202408578,Stevenage Borough Council,Local Authority,10 November 2025,Estate Management,"The landlord’s handling of reports of the communal doors not locking, causing a disturbance and also leaking.",No Maladministration,1497
3478,202408578,Stevenage Borough Council,Local Authority,10 November 2025,Complaint Handling,The landlord’s handling of reports of disruption and damage being caused to the property following major works.,No Maladministration,1497
3479,202408578,Stevenage Borough Council,Local Authority,10 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1497
3480,202409660,The Riverside Group Limited,Housing Association,10 November 2025,Damp & Mould,The landlord’s handling of damp and mould repairs,Maladministration,1498
3481,202409660,The Riverside Group Limited,Housing Association,10 November 2025,Complaint Handling,The handling of the complaint,Maladministration,1498
3482,202501439,City of Westminster Council,Local Authority,7 November 2025,Pest Control,Multiple pest infestations,Maladministration,1499
3483,202501439,City of Westminster Council,Local Authority,7 November 2025,Damp & Mould,Damp and mould,Maladministration,1499
3484,202501439,City of Westminster Council,Local Authority,7 November 2025,Anti-Social Behaviour (ASB),ASB,Maladministration,1499
3485,202501439,City of Westminster Council,Local Authority,7 November 2025,Other,,No Maladministration,1499
3486,202428538,Clarion Housing Association Limited,Housing Association,7 November 2025,Complaint Handling,Handling of repairs,Maladministration,1500
3487,202428538,Clarion Housing Association Limited,Housing Association,7 November 2025,Complaint Handling,Response to the resident’s request for reimbursement of fencing costs,Service Failure,1500
3488,202428538,Clarion Housing Association Limited,Housing Association,7 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1500
3489,202433180,Clarion Housing Association Limited,Housing Association,5 November 2025,Rent & Service Charges,Service charge query,Reasonable Redress,1501
3490,202433180,Clarion Housing Association Limited,Housing Association,5 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1501
3491,202334556,Gentoo Group Limited,Housing Association,7 November 2025,Leaks & Water Ingress,The landlord’s response to the resident’s reports of a shower leak,Maladministration,1502
3492,202334556,Gentoo Group Limited,Housing Association,7 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1502
3493,202501855,Haringey London Borough Council,Local Authority / ALMO or TMO,7 November 2025,Repairs & Maintenance,Request for emergency assistance and door rep lacement,Reasonable Redress,1503
3494,202501855,Haringey London Borough Council,Local Authority / ALMO or TMO,7 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1503
3495,202220095,Home Group Limited,Housing Association,7 November 2025,Anti-Social Behaviour (ASB),The landlord’s handling of reports of ASB including how a member of its staff responded to her reports.,Service Failure,1504
3496,202220095,Home Group Limited,Housing Association,7 November 2025,Complaint Handling,The landlord’s handling of the complaint.,Service Failure,1504
3497,202331254,London & Quadrant Housing Trust,Housing Association,07 November 2025,Rent & Service Charges,The landlord’s handling of the resident’s service charge queries,No Maladministration,1505
3498,202331254,London & Quadrant Housing Trust,Housing Association,07 November 2025,Complaint Handling,The landlord’s handling of the resident’s complaint about staff conduct,No Maladministration,1505
3499,202331254,London & Quadrant Housing Trust,Housing Association,07 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1505
3500,202429645,London Borough of Islington,Local Authority,07 November 2025,Anti-Social Behaviour (ASB),1 The landlord’s decision making when considering a management transfer The landlord’s handling of noise complaints The landlord ’s conduct towards the resident relating to repairs and antisocial behaviour between 2023-2025,Outside Jurisdiction,1507
3501,202429645,London Borough of Islington,Local Authority,07 November 2025,Damp & Mould,2 The landlord’s handling of reports of damp and mould in the property,Service Failure,1507
3502,202429645,London Borough of Islington,Local Authority,07 November 2025,Complaint Handling,3 The landlord’s response to a request for the bathroom to be fully tiled,No Maladministration,1507
3503,202429645,London Borough of Islington,Local Authority,07 November 2025,Pest Control,4 The landlord’s handling of reports of pest infestations,No Maladministration,1507
3504,202429645,London Borough of Islington,Local Authority,07 November 2025,Complaint Handling,5 The landlord’s response to concerns about staff conduct,No Maladministration,1507
3505,202429645,London Borough of Islington,Local Authority,07 November 2025,Complaint Handling,6 The landlord’s complaint handling,Reasonable Redress,1507
3506,202410952,London Borough of Lambeth,Local Authority,7 November 2025,Complaint Handling,The handling of external repairs,Maladministration,1508
3507,202410952,London Borough of Lambeth,Local Authority,7 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1508
3508,202428095,London Borough of Lambeth,Local Authority / ALMO or TMO,7 November 2025,Damp & Mould,"Various repairs includin g leaks, damp, mould, joinery, and garden works .",Severe Maladministration,1509
3509,202428095,London Borough of Lambeth,Local Authority / ALMO or TMO,7 November 2025,Complaint Handling,The handling of the complaint,Maladministration,1509
3510,202509095,Orbit Group Limited,Housing Association,7 November 2025,Repairs & Maintenance,The landlord’s handling of the resident’s reports of issues with the front door,Service Failure,1510
3511,202509095,Orbit Group Limited,Housing Association,7 November 2025,Complaint Handling,The landlord’s handling of the complaint,Reasonable Redress,1510
3512,202336033,Sanctuary Housing Association,Housing Association,7 November 2025,Damp & Mould,"The landlord’s handling of leaks, damp and mould",Maladministration,1511
3513,202336033,Sanctuary Housing Association,Housing Association,7 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1511
3514,202413206,Sanctuary Housing Association,Housing Association,7 November 2025,Complaint Handling,The landlord’s handling of the resident’s reports of ceiling cracks,Reasonable Redress,1512
3515,202413206,Sanctuary Housing Association,Housing Association,7 November 2025,Complaint Handling,The landlord’s handling of the resident’s reports of problems with bedroom air vent,Maladministration,1512
3516,202413206,Sanctuary Housing Association,Housing Association,7 November 2025,Repairs & Maintenance,The landlord’s handling of the resident’s reports of window repairs,Maladministration,1512
3517,202413206,Sanctuary Housing Association,Housing Association,7 November 2025,Complaint Handling,The landlord’s complaint handling,Reasonable Redress,1512
3518,202450021,Sanctuary Housing Association,Housing Association,7 November 2025,Estate Management,"H andling of repairs in the property, including a sinkhole in the garden",Maladministration,1513
3519,202450021,Sanctuary Housing Association,Housing Association,7 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1513
3520,202318239,Sandwell Metropolitan Borough Council,Local Authority / ALMO or TMO,7 November 2025,Complaint Handling,The landlord’s response to the resident’s reports of noisy flooring,No Maladministration,1514
3521,202318239,Sandwell Metropolitan Borough Council,Local Authority / ALMO or TMO,7 November 2025,Complaint Handling,The landlord’s handling of the complaint,Service Failure,1514
3522,202336412,Thurrock Council,Local Authority / ALMO or TMO,7 November 2025,Leaks & Water Ingress,W ater ingress through the front and rear doors,No Maladministration,1515
3523,202336412,Thurrock Council,Local Authority / ALMO or TMO,7 November 2025,Other,Heat loss through the property’s windows,No Maladministration,1515
3524,202336412,Thurrock Council,Local Authority / ALMO or TMO,7 November 2025,Damp & Mould,C ondensation and mould around the property’s windows,No Maladministration,1515
3525,202336412,Thurrock Council,Local Authority / ALMO or TMO,7 November 2025,Damp & Mould,A suspected roof leak causing damp in the property,No Maladministration,1515
3526,202336412,Thurrock Council,Local Authority / ALMO or TMO,7 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1515
3527,202330777,Birmingham City Council,Local Authority,6 November 2025,Repairs & Maintenance,The handling of the laminate flooring repair,Service Failure,1516
3528,202330777,Birmingham City Council,Local Authority,6 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1516
3529,202423205,Birmingham City Council,Local Authority / ALMO or TMO,6 November 2025,Repairs & Maintenance,The handling of the resident’s repair request,Reasonable Redress,1517
3530,202423205,Birmingham City Council,Local Authority / ALMO or TMO,6 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1517
3531,202447551,Bromsgrove District Housing Trust Limited,Housing Association,6 November 2025,Damp & Mould,The landlord’s handling of reports of damp and mould,Reasonable Redress,1518
3532,202447551,Bromsgrove District Housing Trust Limited,Housing Association,6 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1518
3533,202316016,East End Homes Limited,Housing Association,6 November 2025,Other,C oncerns about the underground car park at the block,Maladministration,1519
3534,202316016,East End Homes Limited,Housing Association,6 November 2025,Complaint Handling,The response to the complaint,Maladministration,1519
3535,202336363,East Midlands Housing Group Limited,Housing Association,6 November 2025,Repairs & Maintenance,The landlord’s handling of the resident’s reports of a plug socket repair,Reasonable Redress,1520
3536,202336363,East Midlands Housing Group Limited,Housing Association,6 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1520
3537,202405013,ForHousing Limited,Housing Association,6 November 2025,Damp & Mould,Da mp and mould,Maladministration,1521
3538,202439412,Hyde Housing Association Limited,Housing Association,6 November 2025,Other,Repairs to leaks into the resident’s property.,Maladministration,1522
3539,202439412,Hyde Housing Association Limited,Housing Association,6 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1522
3540,202335768,Moat Homes Limited,Housing Association,6 November 2025,Pest Control,The landlord’s offer of compensation for items disposed of due to a bedbug infestation,No Maladministration,1523
3541,202335768,Moat Homes Limited,Housing Association,6 November 2025,Complaint Handling,Complaint handling,Service Failure,1523
3542,202345691,Notting Hill Genesis,Housing Association,6 November 2025,Complaint Handling,The landlord’s response to the resident’s request for information about service charges,Maladministration,1524
3543,202345691,Notting Hill Genesis,Housing Association,6 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1524
3544,202427481,Notting Hill Genesis,Housing Association,6 November 2025,Other,The landlord pursuing back payment of service charges and not providing up to date details of the sinking fund.,Reasonable Redress,1525
3545,202427481,Notting Hill Genesis,Housing Association,6 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1525
3546,202427768,One Housing Group Limited,Housing Association,6 November 2025,Leaks & Water Ingress,The resident’s reports of a leak affecting her balcony.,Maladministration,1526
3547,202427768,One Housing Group Limited,Housing Association,6 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1526
3548,202332065,Orbit Group Limited,Housing Association,6 November 2025,Leaks & Water Ingress,The resident’s reports of a leak and damage to his property.,Reasonable Redress,1527
3549,202332065,Orbit Group Limited,Housing Association,6 November 2025,Other,,Service Failure,1527
3550,202410474,Peabody Trust,Housing Association,6 November 2025,Leaks & Water Ingress,The resident’s request for rehousing following a leak,Maladministration,1528
3551,202410474,Peabody Trust,Housing Association,6 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1528
3552,202424775,Southern Housing,Housing Association,6 November 2025,Damp & Mould,The landlord’s handling of repairs and damp and mould,Maladministration,1529
3553,202424775,Southern Housing,Housing Association,6 November 2025,Complaint Handling,The landlord’s complaint han dling,Maladministration,1529
3554,202308062,Southwark Council,Local Authority / ALMO or TMO,6 November 2025,Anti-Social Behaviour (ASB),Reports of ASB,Maladministration,1530
3555,202308062,Southwark Council,Local Authority / ALMO or TMO,6 November 2025,Complaint Handling,The handling of the complaint,Maladministration,1530
3556,202427803,Clarion Housing Association Limited,Housing Association,5 November 2025,Complaint Handling,The handling of external repairs,Service Failure,1531
3557,202427803,Clarion Housing Association Limited,Housing Association,5 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1531
3558,202407649,LiveWest Homes Limited,Housing Association,5 November 2025,Anti-Social Behaviour (ASB),The landlord’s handling of the resident’s reports of ASB,Reasonable Redress,1532
3559,202407649,LiveWest Homes Limited,Housing Association,5 November 2025,Complaint Handling,Complaint handling.,Reasonable Redress,1532
3560,202409223,London Borough of Croydon,Local Authority / ALMO or TMO,5 November 2025,Repairs & Maintenance,The landlord’s handling of repairs to the external structure of the property,Maladministration,1533
3561,202409223,London Borough of Croydon,Local Authority / ALMO or TMO,5 November 2025,Complaint Handling,The landlord’s handling of replacement of external doors,Reasonable Redress,1533
3562,202409223,London Borough of Croydon,Local Authority / ALMO or TMO,5 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1533
3563,202452181,London Borough of Lambeth,Local Authority / ALMO or TMO,5 November 2025,Leaks & Water Ingress,Response to reports of a leak.,Maladministration,1534
3564,202452181,London Borough of Lambeth,Local Authority / ALMO or TMO,5 November 2025,Complaint Handling,H andling of the complaint,Maladministration,1534
3565,202336744,Metropolitan Thames Valley Housing (MTV),Housing Association,5 November 2025,Other,The resident’s request to install an electric vehicle (EV) charging point,Service Failure,1535
3566,202336744,Metropolitan Thames Valley Housing (MTV),Housing Association,5 November 2025,Other,,Reasonable Redress,1535
3567,202439920,Metropolitan Thames Valley Housing (MTV),Housing Association,5 November 2025,Damp & Mould,Landlord’s response to the resident’s reports of damp and mould at the property .,Service Failure,1536
3568,202439920,Metropolitan Thames Valley Housing (MTV),Housing Association,5 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1536
3569,202503838,Octavia Housing,Housing Association,5 November 2025,Damp & Mould,Reports of damp and mould at the property.,Service Failure,1537
3570,202503838,Octavia Housing,Housing Association,5 November 2025,Other,Re quests to be rehoused,Maladministration,1537
3571,202503838,Octavia Housing,Housing Association,5 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1537
3572,202336475,One Housing Group Limited,Housing Association,5 November 2025,Complaint Handling,The landlord’s response to issues with outstanding repairs.,Service Failure,1538
3573,202335116,Stonewater Limited,Housing Association,5 November 2025,Complaint Handling,T he landlord’s handling of the repairs to the intercom system .,Service Failure,1539
3574,202335116,Stonewater Limited,Housing Association,5 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1539
3575,202422633,Clarion Housing Association Limited,Housing Association,4 November 2025,Estate Management,The landlord’s handling of concerns with the location of a parking bay,No Maladministration,1540
3576,202422633,Clarion Housing Association Limited,Housing Association,4 November 2025,Complaint Handling,The complaint handling,Reasonable Redress,1540
3577,202441018,London Borough of Hammersmith and Fulham,Local Authority / ALMO or TMO,4 November 2025,Other,H andling of the repairs,Maladministration,1541
3578,202441018,London Borough of Hammersmith and Fulham,Local Authority / ALMO or TMO,4 November 2025,Complaint Handling,H andling of the complaint,Maladministration,1541
3579,202343086,London Borough of Hounslow,Local Authority / ALMO or TMO,4 November 2025,Complaint Handling,Handling of works to the hardstanding and dropped kerb.,Maladministration,1542
3580,202343086,London Borough of Hounslow,Local Authority / ALMO or TMO,4 November 2025,Complaint Handling,Response to request for repairs.,Maladministration,1542
3581,202343086,London Borough of Hounslow,Local Authority / ALMO or TMO,4 November 2025,Complaint Handling,H andling of the complaint .,Reasonable Redress,1542
3582,202404828,Metropolitan Thames Valley Housing (MTV),Housing Association,4 November 2025,Complaint Handling,The handling of the residents reports of a faulty MEV unit.,Reasonable Redress,1543
3583,202404828,Metropolitan Thames Valley Housing (MTV),Housing Association,4 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1543
3584,202429292,Notting Hill Genesis,Housing Association,4 November 2025,Anti-Social Behaviour (ASB),Handling of reports of ASB,Reasonable Redress,1544
3585,202429292,Notting Hill Genesis,Housing Association,4 November 2025,Rehousing & Allocations,Handling of transfer request,No Maladministration,1544
3586,202429292,Notting Hill Genesis,Housing Association,4 November 2025,Complaint Handling,H andling of the complaint,Service Failure,1544
3587,202427057,Places for People Group Limited,Housing Association,4 November 2025,Repairs & Maintenance,The landlord’s handling of lift repairs,Maladministration,1545
3588,202427057,Places for People Group Limited,Housing Association,4 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1545
3589,202400986,Sovereign Network Group,Housing Association,4 November 2025,Complaint Handling,T he landlord’s handling of fence repairs,Service Failure,1546
3590,202400986,Sovereign Network Group,Housing Association,4 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1546
3591,202440772,Sovereign Network Group,Housing Association,4 November 2025,Estate Management,The landlord’s handling of the resident’s request for a parking permit,No Maladministration,1547
3592,202440772,Sovereign Network Group,Housing Association,4 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1547
3593,202343166,Together Housing Association Limited,Housing Association,4 November 2025,Other,The landlord’s decision not to relocate the extractor fan,No Maladministration,1548
3594,202343166,Together Housing Association Limited,Housing Association,4 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1548
3595,202429736,Trident Housing Association Limited,Housing Association,4 November 2025,Rent & Service Charges,The landlord’s response to the resident’s service charge queries.,Maladministration,1549
3596,202429736,Trident Housing Association Limited,Housing Association,4 November 2025,Anti-Social Behaviour (ASB),The landlord’s response to the resident’s reports of ASB.,Outside Jurisdiction,1549
3597,202429736,Trident Housing Association Limited,Housing Association,4 November 2025,Complaint Handling,The landlord’s response to the associated complaint.,Service Failure,1549
3598,202306969,Kirklees Metropolitan Borough Council,Local Authority,3 November 2025,Complaint Handling,The handling of adaptations in the property,Maladministration,1550
3599,202306969,Kirklees Metropolitan Borough Council,Local Authority,3 November 2025,Other,Handing of works at the property before the resident moved in,No Maladministration,1550
3600,202306969,Kirklees Metropolitan Borough Council,Local Authority,3 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1550
3601,202401024,London Borough of Camden Council,Local Authority / ALMO or TMO,3 November 2025,Anti-Social Behaviour (ASB),T he landlord’s handling of the resident’s report of noise,Service Failure,1551
3602,202401024,London Borough of Camden Council,Local Authority / ALMO or TMO,3 November 2025,Complaint Handling,The landlord’s handling of the resident’s report of leaks,No Maladministration,1551
3603,202401024,London Borough of Camden Council,Local Authority / ALMO or TMO,3 November 2025,Complaint Handling,The landlord’s handling of the formal complaint,Maladministration,1551
3604,202531652,Sanctuary Housing Association,Housing Association,3 November 2025,Other,The increase in service charges,Outside Jurisdiction,1552
3605,202531652,Sanctuary Housing Association,Housing Association,3 November 2025,Other,Explanation regarding the increase in service charges,No Maladministration,1552
3606,202531652,Sanctuary Housing Association,Housing Association,3 November 2025,Other,,Maladministration,1552
3607,202344331,A2Dominion Housing Group Limited,Housing Association,31 October 2025,Estate Management,The landlord’s handling of the resident’s request for compensation for a broken communal lift,Service Failure,1553
3608,202344331,A2Dominion Housing Group Limited,Housing Association,31 October 2025,Estate Management,The landlord’s handling of the resident’s reports of misuse of the communal bin store,Maladministration,1553
3609,202344331,A2Dominion Housing Group Limited,Housing Association,31 October 2025,Estate Management,The landlord’s handling of the resident’s request for information about the cleaning of the gutters,Service Failure,1553
3610,202344331,A2Dominion Housing Group Limited,Housing Association,31 October 2025,Leaks & Water Ingress,The landlord’s handling of the resident’s reports of a leak in the car park,Maladministration,1553
3611,202344331,A2Dominion Housing Group Limited,Housing Association,31 October 2025,Rent & Service Charges,The landlord’s handling of the resident’s request for information about service charge payments,Maladministration,1553
3612,202413791,Clarion Housing Association Limited,Housing Association,31 October 2025,Complaint Handling,The landlord’s handling of the void standard of the resident’s property and associated repairs,Maladministration,1554
3613,202413791,Clarion Housing Association Limited,Housing Association,31 October 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1554
3614,202421608,Clarion Housing Association Limited,Housing Association,31 October 2025,Rehousing & Allocations,How the landlord handled the resident’s management transfer.,Maladministration,1555
3615,202421608,Clarion Housing Association Limited,Housing Association,31 October 2025,Other,How the landlord handled the resident’s reports of disrepair at the new property.,Service Failure,1555
3616,202421608,Clarion Housing Association Limited,Housing Association,31 October 2025,Complaint Handling,The handling of the complaint,Service Failure,1555
3617,202342908,Crawley Borough Council,Local Authority / ALMO or TMO,31 October 2025,Repairs & Maintenance,Resident’s requests that the landlord should repair the property.,Maladministration,1556
3618,202342908,Crawley Borough Council,Local Authority / ALMO or TMO,31 October 2025,Complaint Handling,The handling of the complaint,Maladministration,1556
3619,202423526,Great Places Housing Association,Housing Association,31 October 2025,Repairs & Maintenance,The landlord’s response to the resident’s reports of repair to her boiler.,Service Failure,1557
3620,202423526,Great Places Housing Association,Housing Association,31 October 2025,Complaint Handling,How the landlord responded to the resident’s complaint .,Service Failure,1557
3621,202406999,GreenSquareAccord Limited,Housing Association,31 October 2025,Pest Control,"T he landlord’s response to the resident’s reports about communal maintenance , mice, door repairs, and health and safety issues",No Maladministration,1558
3622,202406999,GreenSquareAccord Limited,Housing Association,31 October 2025,Rent & Service Charges,The landlord’s response to the residen t about the rent and service charge,No Maladministration,1558
3623,202406999,GreenSquareAccord Limited,Housing Association,31 October 2025,Rehousing & Allocations,The resident’s management transfer request,No Maladministration,1558
3624,202406999,GreenSquareAccord Limited,Housing Association,31 October 2025,Complaint Handling,The handling of the complaint,No Maladministration,1558
3625,202332705,Hastoe Housing Association Limited,Housing Association,31 October 2025,Anti-Social Behaviour (ASB),The landlord’s handling of reports of ASB.,Reasonable Redress,1559
3626,202332705,Hastoe Housing Association Limited,Housing Association,31 October 2025,Complaint Handling,The landlord’s handling of the complaint,No Maladministration,1559
3627,202330354,Home Group Limited,Housing Association,31 October 2025,Complaint Handling,The landlord’s handling of a boundary issue and the resident’s request for a dividing fence.,Maladministration,1560
3628,202330354,Home Group Limited,Housing Association,31 October 2025,Complaint Handling,handling.,Maladministration,1560
3629,202321581,London & Quadrant Housing Trust,Housing Association,31 October 2025,Leaks & Water Ingress,The handling of reports of a leak in the bathroom.,Outside Jurisdiction,1561
3630,202321581,London & Quadrant Housing Trust,Housing Association,31 October 2025,Complaint Handling,Handling of repairs to the resident’s fence.,Maladministration,1561
3631,202321581,London & Quadrant Housing Trust,Housing Association,31 October 2025,Complaint Handling,Response to reports about multiple repairs to the kitchen,Maladministration,1561
3632,202321581,London & Quadrant Housing Trust,Housing Association,31 October 2025,Damp & Mould,The handling of the resident’s reports of damp and mould,Maladministration,1561
